Sinhala,Tamil,Class
කරුණාමුනි මයුරී දිනූෂා,கருணாமுனி மயூரி தினுஷா,Sinhala
හීන්දෙනි ආරච්චිගේ ජයන්ත පත්මසිරි,ஹீந்தெனி ஆரச்சிகே ஜயந்த பத்மசிறி,Sinhala
සමරකෝන් මුදියන්සේලාගේ චතුරංග මධුෂික සමරකෝන්,சமரகோன் முதியன்சேலாகே சதுரங்க மதுசிக சமரகோன்,Sinhala
පෙරුමාදුර එමිල් ජනිත ද සොයිසා,பெருமாதுர எமில் ஜனித்த டி சொய்சா,Sinhala
නාකසිංකම් දයාපරන්,நாகசிங்கம் தயாபரன்,Tamil
උඩුමුල්ලගේ දෝන ඉනෝකා ශිරෝමි පෙරේරා,உடுமுல்லகே தோன இனோக்கா சிரோமி பெரேரா,Sinhala
දිසානායකගේ නිලන්ත චන්දිමාල්,திசானாயக நிலந்த சந்திமால்,Sinhala
නිරානි සමන්තිකා තුඩුවෙවත්ත,நிரானி சமந்திகா துடுவெவத்த,Sinhala
ජෙයපාල් ජෙයකාන්දන්,ஜெயபால் ஜெயகாந்தன்,Sinhala
පිරපාකරන් තයාපති,பிரபாகரன் தயாபதி,Sinhala
ගිරිදර ආචාරිගේ ගුණදාස,கிரிதர ஆசாரிகே குணதாச,Sinhala
පට්ටිකාර බන්ධනගේ ඉමල්කා හර්ෂණි ප්‍රේමබන්දු,பட்டிகார பந்தனகே இமல்கா ஹர்ஷணி பிரேமபந்து,Sinhala
මනමාලගේ ජෝශප් සුරංඟ චන්දිමාල් සිල්වා,மனமாலகே ஜோசப் சுரங்க சந்திமால் சில்வா,Sinhala
ගුණරත්තිනම් රවින්ද්‍රාදේවි,குணரத்தினம் ரவீந்திராதேவி,Sinhala
දිමියන්ගස්වත්තලාගේ යමුණා ක්‍රිශාන්ති චන්ද්‍රසිරි,திமியங்கஸ்வத்தலாகே யமுனா கிரிஸாந்தி சந்திரசிரி,Sinhala
නවීන් දර්ශන කුසල් පුංචිහේවා,நவீன் தர்ஸன குசல் புஞ்சிஹேவா,Sinhala
හීරලු පතිරන්නැහැලාගේ චන්දන දිෂාන් පතිරන,ஹீரலு பதிரன்னெஹெலாகே சந்தன திஸான் பதிரன,Sinhala
කුරුපිටගේ රමණි මල්කාන්ති ධර්මසිරි,குருபிடகே ரமணி மல்காந்தி தர்மசிறி,Sinhala
ජයසූරිය ආරච්චි පටබැඳිගේ සුනිල් ශාන්තරත්න,ஜயசூரிய ஆரச்சி படபெந்திகே சுனில் ஸாந்தரத்ன,Sinhala
සාවුල් හමීඩ් අජීත් ‍ප්‍රියන්ත,சாவுல் ஹமீட் அஜீத் பிரியந்த,Sinhala
සෙල්ලප්පෙරුමගේ සමිතා මධුශානි ප්‍රනාන්දු,செல்லப்பெருமகே சமிதா மதுஷானி பெரணாந்து,Sinhala
මහරුෆ් නස්මියා,மஹ்ரூப் நஸ்மியா,Muslim
හොරතල්ගේ අනුරුද්ධ ගාමිණී වික්‍රමසිංහ,ஹொரதல்கே அனுருத்த காமிணி விக்ரமசிங்க,Sinhala
මුහම්මඩ් රෆීක් මුහම්මඩ් රජීෆ්,முஹம்மத் றபீக் முஹம்மட் றஜீப்,Muslim
වැල්මිල්ලගේ දෝන ප්‍රේමවතී,வெல்மில்லகே தோன பிரேமவதி,Sinhala
කොහොබන්ගේ ප්‍රියන්ති,கொஹொபன்கே பிரியந்தி,Sinhala
ඉවැන්ජලී ඥාණප්‍රගාසම්,இவான்ஜலீ ஞானபிரகாசம்,Tamil
කළෙහි ආචාරි මහේස්ත්‍රිගේ නෙල්කා ශ්‍රියාණි මල්කාන්ති,கலெஹி ஆச்சாரி மஹேஸ்திரிகே நெல்கா ஸ்ரீயானி மல்காந்தி,Sinhala
මහලේකම් අප්පුහාමිලාගේ වික්‍රමසිංහ,மஹலேகம் அப்புஹாமிலாகே விக்ரமசிங்ஹ,Sinhala
රමේෂ් ක්‍රිශාන්දන්,ரமேஷ் கிரிஷாந்தன்,Tamil
ජයලත් පඳුරගේ සුරංග ෂ්‍යාමලී සම්පත්,ஜயலத் பந்துரகே சுரங்க ஷ்யாமலீ சம்பத்,Sinhala
එදිරිමාන්නගේ තුෂාරා වසන්ති,எதிரிமான்னகே துசாரா வசந்தி,Sinhala
වීරක්කොඩි මාලා කාන්ති,வீரக்கொடி மாலா காந்தி,Sinhala
පිලිප්පැන්ගේ ලීලානන්ද සිල්වා,பிலிப்பென்கே லீலானந்த சில்வா,Sinhala
ජාගොඩ ආරච්චිගේ රූපා හේමවතී,ஜாகொட ஆரச்சிகே ரேபா ஹேமவதி,Sinhala
කෝණාර මුදියන්සේලාගේ චන්ද්‍රිකා කුමාරි,கோணார முதியன்சேலாகே சந்திரிகா குமாரி,Sinhala
රත්නතිලක මුදියන්සේලාගේ අබේරත්න බන්ඩා,ரத்னதிலக முதியன்சேலாகே அபேரத்ன பண்டா,Sinhala
කොඩිතුවක්කු ආරච්චිගේ සමන්ත උද්ධිත,கொடிதுவக்கு ஆரச்சிகே சமந்த உத்தித,Sinhala
වික්‍රම ආරච්චිලාගේ රෝගිණි පුෂ්ප කුමාරි,விக்கிரம ஆரச்சிலாகே ரோகிணி புஸ்ப குமாரி,Sinhala
ජයසිංහ කෝරාළලාගේ විමලා ජයසිංහ,ஜயசிங்ஹ கோராலலாகே விமலா ஜயசிங்ஹ,Sinhala
අස්වැල්ලලාගේ පියසීලින්,அஸ்வெல்லலாகே பியசீலின்,Sinhala
ලිඳේ ගෙදර ශාන්ති කුමාරි ජයසේකර,லிந்தே கெதர சாந்தி குமாரி ஜயசேகர,Sinhala
මිල්ලගහ ගෙදර ධනුෂ්ක නාමල් රුවන් කුමාර,மில்லகஹ கெதர தனுஷ்க நாமல் ருவன் குமார,Sinhala
